"id"	"Lib151Humandendritic0hrLPSrep1_IP"	"Lib151Humandendritic0hrLPSrep2_IP"	"Lib151Humandendritic0hrLPSrep3_IP"	"Lib151Humandendritic3hrLPSrep1_IP"	"Lib151Humandendritic3hrLPSrep2_IP"	"Lib151Humandendritic3hrLPSrep3_IP"	"Lib151Humandendritic6hrLPSrep1_IP"	"Lib151Humandendritic6hrLPSrep2_IP"	"Lib151Humandendritic6hrLPSrep3_IP"	"geneSymbol"	"name"	"desc"	"txLength"
189	94	39	31	25	28	32	5	4	8	"Aff3"	"uc007ass.2"	"AF4/FMR2 family member 3"	6010
190	0	0	0	0	0	0	0	0	0	"AK048050"	"uc007asw.1"	"Mus musculus adult male aorta and vein cDNA, RIKEN full-length enriched library, clone:A530010N14 product:unclassifiable, full insert sequence."	1189
191	0	0	0	2	3.72	0	0.64	2	1.42	"Lonrf2"	"uc007asx.1"	"LON peptidase N-terminal domain and RING finger"	5077
192	1	2	1	0	0	0	1	0	0	"Chst10"	"uc007asy.1"	"carbohydrate sulfotransferase 10"	3119
193	0	0	0	0	0	0	0	0	0	"Nms"	"uc007atb.1"	"neuromedin-S preproprotein"	1001
194	593	628	642	646.96	691	726	722	725	661	"Pdcl3"	"uc007atc.1"	"phosducin-like protein 3"	1706
195	12	17	10	1	3	3	3	1	3	"Npas2"	"uc007atd.2"	"neuronal PAS domain-containing protein 2"	4180
196	13066.05	14633.09	17207.95	9912.95	11347.37	12804.99	10055.9	12953.97	10977	"Rpl31"	"uc007atf.2"	"60S ribosomal protein L31"	1039
197	1191	926	955	410	657	500	983	1025	1090	"Tbc1d8"	"uc007atg.2"	"TBC1 domain family member 8"	4438
198	488	369	382	280	314	293	384	295	305	"D1Bwg0212e"	"uc007ati.1"	"hypothetical protein LOC52846"	3414
199	6	18	6	6	5	10	7	8	4	"Snord89"	"uc011wju.1"	"Mus musculus small nucleolar RNA, C/D box 89 (Snord89), small nucleolar RNA."	94
200	3079	2992.95	3257.02	2800.02	2478	2022	2176	2110.63	1897	"Rnf149"	"uc007atl.2"	"E3 ubiquitin-protein ligase RNF149 precursor"	2431
201	266.95	173.27	217.17	16.99	29.06	23.38	25.22	22.34	51.76	"Creg2"	"uc007atm.1"	"protein CREG2 precursor"	5799
202	0	0	0	0	0	0	0	0	0	"Rfx8"	"uc007atn.2"	"DNA-binding protein RFX8"	2000
203	0	0	0	0	0	0	0	0	0	"Gm3646"	"uc007ato.2"	"hypothetical protein LOC100042065"	359
204	0	0	0	0	0	0	0	0	0	"BC048628"	"uc007atp.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700066B17 product:unclassifiable, full insert sequence."	531
205	2007	1649	1730	1944	2100	1882.92	1525	1346.68	1416	"Map4k4"	"uc007atr.1"	"mitogen-activated protein kinase kinase kinase"	5620
206	2	1	5	1	1	0	0	1	2	"AK041998"	"uc007att.1"	"Mus musculus 3 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A630051J06 product:unclassifiable, full insert sequence."	842
207	478	617	721	232	383	322	108	170	176	"Il1r2"	"uc007atu.1"	"interleukin-1 receptor type 2 precursor"	1343
208	48	64	71	6	15	8	5	4	13	"Il1r1"	"uc007atw.1"	"interleukin-1 receptor type 1 isoform 2"	4808
209	374	351	378	90	87	64	46	74	74	"Il1rl2"	"uc007atx.1"	"interleukin-1 receptor-like 2 precursor"	1950
210	247.5	223.85	250.34	101.98	109.8	75.79	50.09	46.04	60.05	"Il1rl1"	"uc007auc.2"	"interleukin-1 receptor-like 1 isoform a"	5071
211	32.38	25.09	44.17	5.68	4	9.39	4.14	3.46	5.63	"Il18r1"	"uc011wjz.1"	"interleukin-18 receptor 1 isoform a"	4158
212	65	90	75	42	79	68.03	18	35	33	"Il18rap"	"uc007auk.1"	"interleukin-18 receptor accessory protein"	2481
213	69	44	61	31	21	13	8	6	17	"Slc9a4"	"uc007aul.1"	"sodium/hydrogen exchanger 4"	3822
214	1	1	4	0	1	1	0	0	0	"Slc9a2"	"uc007aun.1"	"sodium/hydrogen exchanger 2"	3493
215	43	54	51	52	58	47	128	127	97	"Mfsd9"	"uc007auo.1"	"major facilitator superfamily domain-containing"	3152
216	0	0	0	0	0	0	0	0	0	"Tmem182"	"uc007auq.1"	"transmembrane protein 182 precursor"	1096
217	0	0	0	0	0	0	0	0	0	"2610017I09Rik"	"uc007auv.1"	"Mus musculus 10 days embryo whole body cDNA, RIKEN full-length enriched library, clone:2610017I09 product:hypothetical protein, full insert sequence."	1538
218	0	0	0	0	1	0	0	0	0	"Pou3f3"	"uc007auw.1"	"POU domain, class 3, transcription factor 3"	3064
219	0.99	0	0	2.32	1.2	2.02	0.73	0.99	0.16	"2900092D14Rik"	"uc007aux.2"	"Mus musculus adult male hippocampus cDNA, RIKEN full-length enriched library, clone:2900092D14 product:unclassifiable, full insert sequence."	2841
220	0	0	0	0	0	0	0	0	0	"AK011913"	"uc007auy.1"	"Mus musculus 10 days embryo whole body cDNA, RIKEN full-length enriched library, clone:2610100L23 product:hypothetical protein, full insert sequence."	981
221	455	500	591	282.98	314	286	185	259	286	"Mrps9"	"uc007ava.2"	"28S ribosomal protein S9, mitochondrial"	1419
222	0	0	0	0	0	0	2	2	2	"Gpr45"	"uc007avd.2"	"probable G-protein coupled receptor 45"	3860
223	641	470	425	221	248	200	363	263	259	"Tgfbrap1"	"uc007avf.1"	"transforming growth factor-beta"	5538
224	147	158	156	94	85	72	118	101	98	"AI597479"	"uc007avj.1"	"ashwin"	3457
225	1	4	0	1	4	1	1	4	3	"Fhl2"	"uc007avk.1"	"four and a half LIM domains protein 2"	1563
226	0	0	0	0	0	0	0	9.32	0	"Rpl29"	"uc007avm.2"	"60S ribosomal protein L29"	638
227	175	118	150	145	261	194	339	367	325.97	"Nck2"	"uc007avo.2"	"non-catalytic region of tyrosine kinase adaptor"	2775
228	0	0	0	0	0	0	0	0	0	"1500015O10Rik"	"uc007avp.2"	"augurin precursor"	888
229	441	396	461	289	227	202	135	173	186	"Uxs1"	"uc007avq.1"	"UDP-glucuronic acid decarboxylase 1"	1263
230	707	620	602	566.47	520	413	440	336	348	"Tpp2"	"uc007avs.1"	"tripeptidyl-peptidase 2"	4649
231	0	0	0	0	0	0	0	0	0	"A530098C11Rik"	"uc007avv.1"	"hypothetical protein LOC433294"	1086
232	69	89	123	36	20	36	39	45	27	"1700029F09Rik"	"uc007avz.2"	"hypothetical protein LOC75623"	1265
233	253	235	254	103	76	100	45	55	43	"Kdelc1"	"uc007awb.1"	"KDEL motif-containing protein 1 precursor"	2324
234	142	94	125	27	36	26	64	60	57	"Bivm"	"uc007awf.2"	"basic immunoglobulin-like variable"	3571
235	192	153	181	34	57.02	71	57	62	80	"Ercc5"	"uc007awi.2"	"DNA repair protein complementing XP-G cells"	4010
236	13	12	11	32	35	19	11	20	22	"4832428D23Rik"	"uc007awk.1"	"hypothetical protein LOC403183"	3181
237	0	0	0	0	1.03	0	0.74	0	1.01	"Gulp1"	"uc007awm.2"	"PTB domain-containing engulfment adapter protein"	2976
238	12	21	17	17	29	25	14	24	26	"Col3a1"	"uc007awq.2"	"collagen alpha-1(III) chain precursor"	5564
239	12	5	5	14	18	17	21	15	16	"Col5a2"	"uc007awr.1"	"collagen alpha-2(V) chain precursor"	6615
240	0	0	0	0	0	0	0	0	0	"AB345950"	"uc011wkd.1"	"AB345950"	27
241	0	0	0	0	0	0	0	0	0	"AB336801"	"uc011wke.1"	"AB336801"	24
242	0	0	2	0	0	0	0	0	0	"AK140358"	"uc011wkf.1"	"Mus musculus 4 days neonate male adipose cDNA, RIKEN full-length enriched library, clone:B430304E23 product:unclassifiable, full insert sequence."	2219
243	305	343	320	149	123	91	72	55	72	"Wdr75"	"uc007awt.1"	"WD repeat-containing protein 75"	2612
244	71	54	41	72	74	81	59	70	51	"Slc40a1"	"uc007awu.1"	"solute carrier family 40 member 1"	3380
245	0	0	0	0	0	0	0	0	0	"Gm3852"	"uc011wkj.1"	"bladder cancer associated protein"	717
246	0	0	0	0	0	0	0	0	0	"EG212225"	"uc011wkm.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930509O22 product:hypothetical Tyrosine protein kinase/Serine/Threonine protein kinase/Eukaryotic protein kinase/Ubiquitin-associated domain containing protein, full insert sequence."	4292
247	6.34	2.55	3.27	11.28	7.4	5.32	3.94	3.84	11.28	"Dnahc7b"	"uc007awx.2"	"dynein, axonemal, heavy chain 7B"	12318
248	0	1.03	0	0	0	0	0	0	0	"AK219219"	"uc007axa.1"	"Mus musculus cDNA, clone:Y2G0101J20, strand:minus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000015800, based on BLAT search."	57
249	0	0	0	0	0	0	0	0	0	"BC048766"	"uc007axb.1"	"Mus musculus dynein, axonemal, heavy chain 7C, mRNA (cDNA clone IMAGE:6773387)."	678
250	353.04	197.01	185.83	59.02	46.72	25.57	88.26	43.63	92.55	"Slc39a10"	"uc007axc.1"	"zinc transporter ZIP10 precursor"	4961
251	0	0	0	0	0	0	0	0	0	"AK219219"	"uc007axe.1"	"Mus musculus cDNA, clone:Y2G0101J20, strand:minus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000015800, based on BLAT search."	58
252	1	0	1.01	4.2	2.29	7.12	1.88	1.92	0	"C230029F24Rik"	"uc007axf.1"	"SubName: Full=Putative uncharacterized protein;"	542
253	0	0	1	0	1.21	0	0	0	0	"BC029710"	"uc007axg.2"	"Mus musculus lung RCB-0558 LLC cDNA, RIKEN full-length enriched library, clone:G730001L10 product:unclassifiable, full insert sequence."	2458
254	0	0	0	0	0	0	0	0	0	"AK020188"	"uc007axh.1"	"Mus musculus adult male corpus striatum cDNA, RIKEN full-length enriched library, clone:7630402F16 product:unclassifiable, full insert sequence."	1274
255	0	0	0	0	0	1	0	0	0	"Tmeff2"	"uc007axj.1"	"tomoregulin-2 precursor"	3339
256	0	1	0	1	1	0	1	0	0	"Sdpr"	"uc007axk.1"	"serum deprivation-response protein"	3055
257	0	0	0	0	0	0	0	0	0	"AK006937"	"uc007axl.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700072G22 product:unclassifiable, full insert sequence."	546
258	1108.96	858	971.01	618.05	540.08	410	594.9	533	568.99	"Obfc2a"	"uc007axn.1"	"SOSS complex subunit B2"	2838
259	3.71	6.51	9.8	5.92	4.56	6.9	1.06	4.07	4.89	"AK043869"	"uc007axq.1"	"Mus musculus 10 days neonate cortex cDNA, RIKEN full-length enriched library, clone:A830044A12 product:unclassifiable, full insert sequence."	3889
260	123.15	132.65	149.01	41	66.45	27	19.51	29.15	25.73	"Myo1b"	"uc007axs.2"	"myosin-Ib isoform 1"	5041
261	125	109	136	143	156	112	135.14	199	160	"Stat4"	"uc007axx.1"	"signal transducer and activator of transcription"	2981
262	2300.64	1777.93	1778.99	7062.41	7070.17	6417.14	19922.49	15426.34	12986.24	"Stat1"	"uc007aya.1"	"signal transducer and activator of transcription"	5166
263	938.79	771.71	854.53	1303.59	1028.64	974.67	969.41	769.89	769.84	"Gls"	"uc007aye.2"	"glutaminase isoform 1"	4973
264	673.57	547.87	538.09	522.28	568.29	523.89	567.39	466.87	486.09	"Nab1"	"uc007ayh.2"	"NGFI-A-binding protein 1"	5088
265	49	39	57	3	7	5	7	3	12	"Tmem194b"	"uc011wkp.1"	"transmembrane protein 194B"	3394
266	134.03	91.96	115.34	31.01	73.42	57.83	97.45	99.27	79.67	"Mfsd6"	"uc007ayl.2"	"major facilitator superfamily domain-containing"	4770
267	38	28	37	26	45	61	102	111	112	"Inpp1"	"uc007ayo.2"	"inositol polyphosphate 1-phosphatase"	1774
268	17	30	25	10	6	12	9	7	1	"Hibch"	"uc007ayp.1"	"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"	1704
269	0	0	0	0	0	0	0	0	0	"1700019D03Rik"	"uc007ayr.1"	"hypothetical protein LOC67080"	834
270	0	0	0	0	0	0	0	0	0	"Mstn"	"uc007ayt.1"	"growth/differentiation factor 8 precursor"	2682
271	0	0	0	0	0	0	0	0	0	"1700019A02Rik"	"uc007ayu.1"	"hypothetical protein LOC69397"	627
272	45	52	72	7	5	2	10	19	18	"Pms1"	"uc007ayv.1"	"PMS1 protein homolog 1"	3031
273	0	0	0	0	0	0	0	0	0	"AK052226"	"uc007ayw.1"	"Mus musculus 13 days embryo heart cDNA, RIKEN full-length enriched library, clone:D330010E15 product:unclassifiable, full insert sequence."	531
274	272	282	353.01	51	48	44.15	101	134.13	110	"Ormdl1"	"uc011wks.1"	"ORM1-like protein 1"	1846
275	63	62	91	5	5	9	16	8.02	19	"Osgepl1"	"uc007aza.1"	"probable O-sialoglycoprotein endopeptidase 2"	2283
276	940	892	992	300	308	237	308	259	306	"Asnsd1"	"uc007azg.1"	"asparagine synthetase domain-containing protein"	2362
277	0	0	0	0	0	0	0	0	0	"Mir1937b-2"	"uc011wkv.1"	"Mus musculus microRNA 1937b-2 (Mir1937b-2), microRNA."	123
278	0	0	0	0	0.58	0	0	0	0	"AK038423"	"uc007azi.1"	"Mus musculus adult male hypothalamus cDNA, RIKEN full-length enriched library, clone:A230008D12 product:unclassifiable, full insert sequence."	732
279	872.98	823	905	216	210	168	274	246	278	"Stk17b"	"uc007azj.2"	"serine/threonine-protein kinase 17B"	3278
280	2	3	3	0	2	0	0	1	2	"Hecw2"	"uc007azk.2"	"E3 ubiquitin-protein ligase HECW2 isoform 1"	11179
281	0	2	0	0	0	0	0	0	0	"Ccdc150"	"uc007azo.1"	"coiled-coil domain-containing protein 150"	3807
282	197	219	170	194	174	155	274	238	200	"Gtf3c3"	"uc007azp.1"	"general transcription factor 3C polypeptide 3"	3005
283	59	27	25	20	10	14	16	19	16	"Pgap1"	"uc011wky.1"	"GPI inositol-deacylase"	2871
284	1026	746	792	759	925	804	367	286	353	"Ankrd44"	"uc011wkz.1"	"serine/threonine-protein phosphatase 6"	6140
285	0	0	0	0	0	0	0	0	0	"AK015376"	"uc007azt.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930444A19 product:unclassifiable, full insert sequence."	633
286	2945	2506	2771.98	2927	2976	2535.98	2547	2258	2053.99	"Sf3b1"	"uc007azx.1"	"splicing factor 3B subunit 1"	6192
287	277	310	345	395	323	288	463	398	345	"Coq10b"	"uc007azz.1"	"coenzyme Q-binding protein COQ10 homolog B,"	1733
288	2739	2284	2075.98	1585	1402	1261	1272	826	981	"Hspd1"	"uc007bab.2"	"60 kDa heat shock protein, mitochondrial"	2332
289	1673	1613	1800	1115	1057	943	1065	974	915	"Hspe1"	"uc007bac.2"	"10 kDa heat shock protein, mitochondrial"	768
290	290.35	321.68	370.26	344.42	290.7	253.53	312.87	332.61	257.9	"Mobkl3"	"uc007bad.1"	"mps one binder kinase activator-like 3"	2826
291	23	22	22	2	3	3	17	16	12	"Rftn2"	"uc007bag.1"	"raftlin-2"	3676
292	0	1	1	0	0	0	0	0	1	"AK135004"	"uc007bai.1"	"Mus musculus adult male olfactory brain cDNA, RIKEN full-length enriched library, clone:6430540D06 product:hypothetical protein, full insert sequence."	1943
293	110	105	133	23	19	19	9	14	21	"Mars2"	"uc007baj.1"	"methionyl-tRNA synthetase, mitochondrial"	2882
294	0	0	0	0	0	0	0	0	0	"Boll"	"uc007bal.1"	"protein boule-like isoform 1"	1032
295	69.21	35.64	30.22	48.22	41.68	37.7	14.32	20.2	17.88	"Plcl1"	"uc007ban.2"	"inactive phospholipase C-like protein 1"	6555
296	1.24	0	0	5	2	4	1	7	1	"AK079812"	"uc007bao.1"	"Mus musculus adult male cecum cDNA, RIKEN full-length enriched library, clone:9130227L01 product:unclassifiable, full insert sequence."	2136
297	0	0	0	0	0	0	0	0	0	"AK005643"	"uc007baq.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700003I22 product:unclassifiable, full insert sequence."	424
298	0	0	0	0	0	0	0	0	0	"Hsfy2"	"uc007bar.1"	"heat shock transcription factor, Y-linked"	1403
299	9	8	7	41	64	56	57	41	49	"Satb2"	"uc007bas.1"	"DNA-binding protein SATB2"	5286
300	0	0	0	0	3	0	1	2	0	"9130024F11Rik"	"uc007bat.2"	"Mus musculus adult male cortex cDNA, RIKEN full-length enriched library, clone:B530002L08 product:unclassifiable, full insert sequence."	2637
301	0	0	0	0	0	0	0	0	0	"BC055402"	"uc007bav.1"	"Mus musculus adult retina cDNA, RIKEN full-length enriched library, clone:A930005K10 product:unclassifiable, full insert sequence."	3301
302	0	0	0	0	0	0	0	0	0	"DQ705824"	"uc007baw.1"	"DQ705824"	34
303	0	0	0	0	0	0	0	0	0	"DQ693259"	"uc011wle.1"	"DQ693259"	70
304	10	5	7	1	2	3	3.97	3	3	"AK016177"	"uc007bax.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930558J18 product:unclassifiable, full insert sequence."	2052
305	68	45	64	7	15	14	37	21	25	"1700066M21Rik"	"uc007bay.2"	"hypothetical protein LOC73467 precursor"	3007
306	76	86	80	70	65	67	95	88	63	"1110034B05Rik"	"uc007bba.2"	"jmjC domain-containing protein C2orf60 homolog"	1413
307	196	176	159	172	212	184	202	176	198	"9430016H08Rik"	"uc007bbc.2"	"hypothetical protein LOC68115 precursor"	1325
308	1	0	0	0	2	0	9	5	7	"Spats2l"	"uc007bbd.2"	"SPATS2-like protein isoform 1"	3932
309	130	132	142	57	108	87	140	116	110	"Kctd18"	"uc007bbf.2"	"potassium channel tetramerization domain"	2615
310	243.88	183.71	202.29	41.16	73.23	67.92	33.6	42	51.07	"Sgol2"	"uc007bbk.2"	"shugoshin-like 2 isoform 1"	5314
311	0	2	1	0	1	0	0	0	0	"Aox1"	"uc007bbl.1"	"aldehyde oxidase"	4382
312	1	1	0	0	1	1	3	0	3	"Aox3"	"uc007bbm.1"	"aldehyde oxidase 3"	4360
313	0	0	0	0	0	0	0	0	0	"Aox4"	"uc007bbo.1"	"aldehyde oxidase 4"	4972
314	1	0	0	0	1	1	0	0	0	"Aox3l1"	"uc007bbp.1"	"aldehyde oxidase 3-like 1"	4776
315	2466.79	2503	2645	2760.99	2284	1796.04	1960	1733	1617	"Bzw1"	"uc007bbr.1"	"basic leucine zipper and W2 domain-containing"	2833
316	458	425	495	352	313	251	415.6	401	386	"Clk1"	"uc007bbs.2"	"dual specificity protein kinase CLK1"	1830
317	163.78	193	223	71	75	63	125.91	92	96	"Ppil3"	"uc007bbx.2"	"peptidyl-prolyl cis-trans isomerase-like 3"	900
318	253.86	279.08	305	127	125	112.06	199	183.01	153	"Nif3l1"	"uc007bcb.1"	"NIF3-like protein 1"	2105
319	375	365	436	159	110	89	120	103	116	"Orc2"	"uc007bcd.1"	"origin recognition complex subunit 2 isoform A"	3371
320	1	0	1	0	0	0	1	0	1	"AK144771"	"uc007bcf.1"	"Mus musculus adult male spinal cord cDNA, RIKEN full-length enriched library, clone:A330005C06 product:unclassifiable, full insert sequence."	2101
321	0	0	2	0	1	0	0	0	0	"AK053027"	"uc007bcg.1"	"Mus musculus 15 days embryo head cDNA, RIKEN full-length enriched library, clone:D930021J20 product:unclassifiable, full insert sequence."	2613
322	118.96	86.01	93.99	83	91	64	73	35	37	"Fam126b"	"uc007bci.2"	"hypothetical protein LOC213056"	8695
323	480	463	620	324	393	395	291	428	374	"Ndufb3"	"uc007bck.1"	"NADH dehydrogenase [ubiquinone] 1 beta"	532
324	5.64	6.6	11.72	6.8	10.01	9.97	4.51	9.01	10.71	"AK079804"	"uc007bcl.1"	"Mus musculus 0 day neonate thymus cDNA, RIKEN full-length enriched library, clone:A430073A12 product:caspase 8, full insert sequence."	936
325	1	1	2	0	2	0	0	0	1	"Als2cr12"	"uc007bcm.2"	"amyotrophic lateral sclerosis 2 chromosomal"	1576
326	890.63	761.37	770.97	8445.69	8354.59	7392.88	9048.41	6886.15	6687.9	"Cflar"	"uc007bcq.1"	"CASP8 and FADD-like apoptosis regulator isoform"	6911
327	1222.42	1188.77	1239.31	1354.76	1340.21	1304.93	2581.12	2392.94	1956.91	"Casp8"	"uc007bct.1"	"caspase-8 precursor"	2412
328	719	496	527	593	566	481	467	348	386	"Trak2"	"uc007bcv.2"	"trafficking protein, kinesin binding 2"	6240
329	174	166	174	92	60	55	116	106	83	"Stradb"	"uc007bcy.1"	"STE20-related kinase adapter protein beta"	2317
330	0	0	0	0	0	0	0	0	1	"Als2cr11"	"uc007bdb.1"	"SubName: Full=Putative uncharacterized protein; Flags: Fragment;"	878
331	0	0	0	0	0	0	0	0	0	"Als2cr11"	"uc007bdc.1"	"amyotrophic lateral sclerosis 2 (juvenile)"	2131
332	130	146	165	79	77	93	113	104	91	"Als2cr4"	"uc007bde.1"	"amyotrophic lateral sclerosis 2 chromosomal"	1868
333	0	0	0	0	1	0	1	2	0	"Mpp4"	"uc007bdi.2"	"MAGUK p55 subfamily member 4 isoform 2"	2345
334	463.16	329.43	350.11	594.67	576.87	482.7	753.64	580.81	607.58	"Als2"	"uc007bdm.2"	"alsin isoform 1"	6512
335	0	1	0	0	0	0	0	0	0	"Cdk15"	"uc007bdr.2"	"cell division protein kinase 15"	1477
336	857	741	818	995	1058.69	826	1401	1206.91	1115	"Fzd7"	"uc011wlq.1"	"frizzled-7 precursor"	4809
337	0	0	0	0	0	0	0	1	0	"Gm973"	"uc007bdv.1"	"hypothetical protein LOC381260"	3595
338	0	0	0	0	0	0	0	0	0	"AK006768"	"uc007bdw.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:1700052I12 product:unclassifiable, full insert sequence."	464
339	828	908	1144	1134	903	789	1504.01	1578	1174	"Sumo1"	"uc007bdx.1"	"small ubiquitin-related modifier 1 precursor"	1215
340	435	437	476	259	257	205	66	57	83	"Nop58"	"uc007bdy.1"	"nucleolar protein 58"	1976
341	0	0	0	0	0	0	0	0	0	"Snord70"	"uc011wlr.1"	"Mus musculus small nucleolar RNA, C/D box 70 (Snord70), small nucleolar RNA."	53
342	0	0	0	0	0	0	0	0	0	"Snord11"	"uc011wls.1"	"Mus musculus small nucleolar RNA, C/D box 11 (Snord11), small nucleolar RNA."	63
343	250	154	162	297	316	235	369	258	320	"Bmpr2"	"uc007bdz.1"	"bone morphogenetic protein receptor type-2"	3507
344	755	507	440	153	212	174	139	150	198	"Fam117b"	"uc011wlt.1"	"family with sequence similarity 117, member B"	5532
345	5	2	2	0	2	2	0	0	1	"Ica1l"	"uc007beb.1"	"islet cell autoantigen 1-like protein"	3650
346	328	301	320	70	64	55	40	45	57	"Wdr12"	"uc007bee.2"	"ribosome biogenesis protein WDR12"	2928
347	26	25	25	10	8	8	8	7	8	"Carf"	"uc007beh.1"	"amyotrophic lateral sclerosis 2 chromosomal"	2604
348	124	86	101	86	66	40	96	63	81	"Nbeal1"	"uc007bej.1"	"neurobeachin like 1"	12108
349	168	154	161	98	100	66	63	51	57	"Cyp20a1"	"uc007ben.1"	"cytochrome P450 20A1"	1501
350	174.66	134.26	113.83	133.46	117.82	97.29	67.47	39.97	63.52	"Abi2"	"uc007bep.2"	"abl interactor 2 isoform 1"	4804
351	131	92	99	94	129	136	79	62	80	"Raph1"	"uc007bes.1"	"Ras association (RalGDS/AF-6) and pleckstrin"	2292
352	25	35	33	24	31	22	16	20	17	"AK136844"	"uc007bet.1"	"Mus musculus 12 days embryo embryonic body between diaphragm region and neck cDNA, RIKEN full-length enriched library, clone:9430025M21 product:unclassifiable, full insert sequence."	2381
353	0	0	0	0	0	0	0	0	0	"AK217854"	"uc007beu.1"	"Mus musculus cDNA, clone:Y0G0103O09, strand:minus, reference:ENSEMBL:Mouse-Transcript-ENST:ENSMUST00000050801, based on BLAT search."	155
354	11	8	10	0	2	1	0	2	2	"Cd28"	"uc007bew.2"	"T-cell-specific surface glycoprotein CD28"	4317
355	0	0	0	0	0	0	0	0	0	"AK040166"	"uc007bex.1"	"Mus musculus 0 day neonate thymus cDNA, RIKEN full-length enriched library, clone:A430071F14 product:unclassifiable, full insert sequence."	704
356	0	0	0	0	0	0	0	0	0	"AK009383"	"uc007bey.1"	"Mus musculus adult male tongue cDNA, RIKEN full-length enriched library, clone:2310016D23 product:unclassifiable, full insert sequence."	383
357	1	0	0	0	0	0	0	0	1	"Ctla4"	"uc007bez.1"	"cytotoxic T-lymphocyte protein 4 precursor"	1931
358	3	4	1	1	6	3	2	11	7	"Icos"	"uc011wlz.1"	"inducible T-cell costimulator precursor"	3254
359	4.34	0	6.11	6.01	3.03	5.34	5.78	3.43	6.68	"Pard3b"	"uc007bfe.2"	"partitioning defective 3 homolog B"	8392
360	0	0	0	0	0	0	0	0	0	"AK015421"	"uc007bfg.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930448K12 product:unclassifiable, full insert sequence."	1956
361	0	0	0	0	0	0	0	0	0	"AK076674"	"uc007bfh.1"	"Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930448K12 product:unclassifiable, full insert sequence."	733
362	8667.79	5726.94	6140.52	14975.67	14992.96	13407.75	15853.55	12089.94	11169.46	"Nrp2"	"uc007bfl.1"	"neuropilin-2 isoform 1 precursor"	6739
363	270.15	190.02	175.68	343.89	419.68	372.67	385.02	279.72	372.05	"Ino80d"	"uc011wmc.1"	"INO80 complex subunit D isoform 1"	13529
364	3	5	2	2	1	1	4	2	2	"AK017924"	"uc007bft.1"	"Mus musculus adult male thymus cDNA, RIKEN full-length enriched library, clone:5830412M15 product:unclassifiable, full insert sequence."	1576
365	1214.08	1192.23	1393.09	720.45	625.17	517.97	543.01	555.77	497.27	"Ndufs1"	"uc007bfv.2"	"NADH-ubiquinone oxidoreductase 75 kDa subunit,"	2823
366	7017.83	7265.57	8574.59	5434.84	5277.3	5080.29	3826.36	4964.53	4859.01	"Eef1b2"	"uc007bfz.2"	"elongation factor 1-beta"	1933
367	0	0	1	0	0	0	0	0	0	"Snora41"	"uc011wme.1"	"Mus musculus small nucleolar RNA, H/ACA box 41 (Snora41), small nucleolar RNA."	113
368	0	0	0	0	0	0	0	0	0	"Gpr1"	"uc007bga.1"	"probable G-protein coupled receptor 1"	1603
369	0	0	0	0	0	0	0	0	0	"Zdbf2"	"uc007bgb.2"	"DBF4-type zinc finger-containing protein 2"	12621
370	235	228	289	174	204	173	62	76	90	"Adam23"	"uc007bgg.1"	"disintegrin and metalloproteinase"	6656
371	0	0	1	0	0	0	0	0	0	"Dytn"	"uc007bgi.1"	"dystrotelin"	2427
372	0	0	0	0	1	0	0	0	0	"Mdh1b"	"uc007bgj.1"	"putative malate dehydrogenase 1B"	1711
373	174	176	219	83	80	59	54	58	54	"Fastkd2"	"uc007bgl.2"	"FAST kinase domain-containing protein 2"	3205
374	0	0	0	0	0	0	0	0	0	"OTTMUSG00000013918"	"uc007bgm.1"	"Mus musculus 16 days embryo head cDNA, RIKEN full-length enriched library, clone:C130071J16 product:hypothetical protein, full insert sequence."	1432
